Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,165.51,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,52.6834,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,1,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,-13.9645,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Position X,26.6058,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,13.5277,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500003,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,0,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.985353,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,41.3775,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Filament Area (sum),165.51,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),2.55656,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),2.70713,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),2.36246,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),1.42868,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),2.62214,um^2,Filament,,,,,,,1,,,100000005,
Filament Area (sum),1.36682,um^2,Filament,,,,,,,1,,,100000006,
Filament Area (sum),2.57895,um^2,Filament,,,,,,,1,,,100000007,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000008,
Filament Area (sum),3.94403,um^2,Filament,,,,,,,1,,,100000009,
Filament Area (sum),1.46706,um^2,Filament,,,,,,,1,,,100000010,
Filament Area (sum),4.0203,um^2,Filament,,,,,,,1,,,100000011,
Filament Area (sum),1.26717,um^2,Filament,,,,,,,1,,,100000012,
Filament Area (sum),3.5596,um^2,Filament,,,,,,,1,,,100000013,
Filament Area (sum),1.47651,um^2,Filament,,,,,,,1,,,100000014,
Filament Area (sum),5.00961,um^2,Filament,,,,,,,1,,,100000015,
Filament Area (sum),1.29727,um^2,Filament,,,,,,,1,,,100000016,
Filament Area (sum),2.65137,um^2,Filament,,,,,,,1,,,100000017,
Filament Area (sum),1.56878,um^2,Filament,,,,,,,1,,,100000018,
Filament Area (sum),2.60817,um^2,Filament,,,,,,,1,,,100000019,
Filament Area (sum),1.2793,um^2,Filament,,,,,,,1,,,100000020,
Filament Area (sum),2.65538,um^2,Filament,,,,,,,1,,,100000021,
Filament Area (sum),1.28892,um^2,Filament,,,,,,,1,,,100000022,
Filament Area (sum),2.73142,um^2,Filament,,,,,,,1,,,100000023,
Filament Area (sum),1.39034,um^2,Filament,,,,,,,1,,,100000024,
Filament Area (sum),2.6441,um^2,Filament,,,,,,,1,,,100000025,
Filament Area (sum),1.29608,um^2,Filament,,,,,,,1,,,100000026,
Filament Area (sum),2.51375,um^2,Filament,,,,,,,1,,,100000027,
Filament Area (sum),1.30794,um^2,Filament,,,,,,,1,,,100000028,
Filament Area (sum),2.42299,um^2,Filament,,,,,,,1,,,100000029,
Filament Area (sum),1.50139,um^2,Filament,,,,,,,1,,,100000030,
Filament Area (sum),3.77674,um^2,Filament,,,,,,,1,,,100000031,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000032,
Filament Area (sum),5.16467,um^2,Filament,,,,,,,1,,,100000033,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000034,
Filament Area (sum),2.20983,um^2,Filament,,,,,,,1,,,100000035,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000036,
Filament Area (sum),3.92112,um^2,Filament,,,,,,,1,,,100000037,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000038,
Filament Area (sum),3.00365,um^2,Filament,,,,,,,1,,,100000039,
Filament Area (sum),1.33481,um^2,Filament,,,,,,,1,,,100000040,
Filament Area (sum),3.85644,um^2,Filament,,,,,,,1,,,100000041,
Filament Area (sum),1.35661,um^2,Filament,,,,,,,1,,,100000042,
Filament Area (sum),2.56957,um^2,Filament,,,,,,,1,,,100000043,
Filament Area (sum),1.29608,um^2,Filament,,,,,,,1,,,100000044,
Filament Area (sum),2.66368,um^2,Filament,,,,,,,1,,,100000045,
Filament Area (sum),1.42326,um^2,Filament,,,,,,,1,,,100000046,
Filament Area (sum),2.69958,um^2,Filament,,,,,,,1,,,100000047,
Filament Area (sum),1.32086,um^2,Filament,,,,,,,1,,,100000048,
Filament Area (sum),3.83744,um^2,Filament,,,,,,,1,,,100000049,
Filament Area (sum),1.25983,um^2,Filament,,,,,,,1,,,100000050,
Filament Area (sum),3.51485,um^2,Filament,,,,,,,1,,,100000051,
Filament Area (sum),1.24256,um^2,Filament,,,,,,,1,,,100000052,
Filament Area (sum),1.34289,um^2,Filament,,,,,,,1,,,100000053,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000054,
Filament Area (sum),2.21449,um^2,Filament,,,,,,,1,,,100000055,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000056,
Filament Area (sum),4.52596,um^2,Filament,,,,,,,1,,,100000057,
Filament Area (sum),1.24876,um^2,Filament,,,,,,,1,,,100000058,
Filament Area (sum),2.37589,um^2,Filament,,,,,,,1,,,100000059,
Filament Area (sum),1.24876,um^2,Filament,,,,,,,1,,,100000060,
Filament Area (sum),2.50973,um^2,Filament,,,,,,,1,,,100000061,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000062,
Filament Area (sum),2.84239,um^2,Filament,,,,,,,1,,,100000063,
Filament Area (sum),1.27929,um^2,Filament,,,,,,,1,,,100000064,
Filament Area (sum),5.00927,um^2,Filament,,,,,,,1,,,100000065,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000066,
Filament Area (sum),3.52827,um^2,Filament,,,,,,,1,,,100000067,
Filament Area (sum),1.30203,um^2,Filament,,,,,,,1,,,100000068,
Filament Area (sum),2.66063,um^2,Filament,,,,,,,1,,,100000069,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000070,
Filament Area (sum),2.26216,um^2,Filament,,,,,,,1,,,100000071,
Filament Area (sum),1.32086,um^2,Filament,,,,,,,1,,,100000072,
Filament Area (sum),1.97518,um^2,Filament,,,,,,,1,,,100000073,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000074,
Filament Area (sum),2.39975,um^2,Filament,,,,,,,1,,,100000075,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000076,
Filament Area (sum),2.48198,um^2,Filament,,,,,,,1,,,100000077,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000078,
Filament Area (sum),2.44251,um^2,Filament,,,,,,,1,,,100000079,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000080,
Filament Dendrite Area (sum),165.51,um^2,Filament,,,,,,,1,,,100000000,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000001,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000002,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000003,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000004,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000005,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000006,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000007,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000008,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000009,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000010,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000011,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000012,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000013,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000014,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000015,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000016,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000017,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000018,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000019,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000020,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000021,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000022,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000023,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000024,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000025,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000026,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000027,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000028,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000029,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000030,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000031,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000032,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000033,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000034,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000035,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000036,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000037,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000038,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000039,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000040,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000041,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000042,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000043,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000044,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000045,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000046,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000047,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000048,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000049,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000050,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000051,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000052,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000053,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000054,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000055,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000056,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000057,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000058,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000059,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000060,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000061,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000062,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000063,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000064,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000065,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000066,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000067,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000068,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000069,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000070,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000071,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000072,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000073,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000074,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000075,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000076,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000077,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000078,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000079,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000080,
Filament Dendrite Length (sum),52.6834,um,Filament,,,,,,,1,,,100000000,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000001,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000002,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000003,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000004,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000005,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000006,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000007,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000008,
