Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,9.97446,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Area,190.7,um^2,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Area,31.0083,um^2,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,1,,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Branch Depth,1,,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,1,,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Branch Level,2,,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,35.8441,°,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Branching Angle,39.4958,°,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,26.746,°,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Branching Angle B,56.9596,°,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Length,4.96129,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,94.8539,um,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Length,15.4235,um,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Mean Diameter,0.639948,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,0.639949,um,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Mean Diameter,0.639948,um,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite No. Spines,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,0,,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite No. Spines,0,,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Orientation Angle,-64.0239,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,-37.2778,°,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Orientation Angle,-120.984,°,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Position X,9.47212,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position X,48.3572,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000001,
Dendrite Position X,7.88295,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000002,
Dendrite Position Y,63.991,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,34.2328,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000001,
Dendrite Position Y,54.9343,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000002,
Dendrite Position Z,0.500001,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500006,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000001,
Dendrite Position Z,0.500001,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000002,
Dendrite Spine Density,0,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,0,1/10um,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Spine Density,0,1/10um,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Straightness,0.998647,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.988475,,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Straightness,0.980838,,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Time,0,s,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Time Index,1,,Dendrite,,,1,,2,,1,,100000000,600000002,
Dendrite Volume,1.59578,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,30.5095,um^3,Dendrite,,,1,,1,,1,,100000000,600000001,
Dendrite Volume,4.96093,um^3,Dendrite,,,1,,2,,1,,100000000,600000002,
Filament Area (sum),231.682,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),1.33352,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),0.690483,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),1.27126,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),0.753145,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),1.43795,um^2,Filament,,,,,,,1,,,100000005,
Filament Area (sum),0.661816,um^2,Filament,,,,,,,1,,,100000006,
Filament Area (sum),2.06358,um^2,Filament,,,,,,,1,,,100000007,
Filament Area (sum),0.649493,um^2,Filament,,,,,,,1,,,100000008,
Filament Area (sum),1.44829,um^2,Filament,,,,,,,1,,,100000009,
Filament Area (sum),0.645933,um^2,Filament,,,,,,,1,,,100000010,
Filament Area (sum),1.41228,um^2,Filament,,,,,,,1,,,100000011,
Filament Area (sum),0.649494,um^2,Filament,,,,,,,1,,,100000012,
