Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,36.885,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Area,22.0838,um^2,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Area,22.4357,um^2,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,1,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branch Depth,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,2,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branch Level,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,44.571,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branching Angle,46.2771,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,45.547,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branching Angle B,20.9152,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Length,14.8509,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,8.89157,um,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Length,9.03325,um,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Mean Diameter,0.79058,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,0.79058,um,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Mean Diameter,0.79058,um,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite No. Spines,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,1,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite No. Spines,0,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Orientation Angle,-79.1985,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,-124.745,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Orientation Angle,-58.2833,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Position X,33.9286,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position X,32.6365,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
Dendrite Position X,36.6639,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000002,
Dendrite Position Y,17.0013,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,5.87093,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
Dendrite Position Y,5.78986,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000002,
Dendrite Position Z,0.500004,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500004,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
Dendrite Position Z,0.500004,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000002,
Dendrite Spine Density,0,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,1.12466,1/10um,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Spine Density,0,1/10um,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Straightness,0.976011,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.992016,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Straightness,0.991988,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Time,0,s,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Time Index,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Volume,7.29013,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,4.36476,um^3,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Volume,4.4343,um^3,Dendrite,,,1,,1,,1,,100000000,600000002,
Filament Area (sum),87.2661,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),0.512167,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),0.523827,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),0.527638,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),0.664152,um^2,Filament,,,,,,,1,,,100000005,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000006,
Filament Area (sum),1.13392,um^2,Filament,,,,,,,1,,,100000007,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000008,
Filament Area (sum),1.15062,um^2,Filament,,,,,,,1,,,100000009,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000010,
Filament Area (sum),1.67846,um^2,Filament,,,,,,,1,,,100000011,
Filament Area (sum),0.584798,um^2,Filament,,,,,,,1,,,100000012,
Filament Area (sum),1.20217,um^2,Filament,,,,,,,1,,,100000013,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000014,
Filament Area (sum),1.71656,um^2,Filament,,,,,,,1,,,100000015,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000016,
Filament Area (sum),0.56884,um^2,Filament,,,,,,,1,,,100000017,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000018,
Filament Area (sum),0.561436,um^2,Filament,,,,,,,1,,,100000019,
Filament Area (sum),0.567858,um^2,Filament,,,,,,,1,,,100000020,
Filament Area (sum),1.68992,um^2,Filament,,,,,,,1,,,100000021,
Filament Area (sum),0.578805,um^2,Filament,,,,,,,1,,,100000022,
Filament Area (sum),1.04891,um^2,Filament,,,,,,,1,,,100000023,
Filament Area (sum),0.607261,um^2,Filament,,,,,,,1,,,100000024,
Filament Area (sum),1.33687,um^2,Filament,,,,,,,1,,,100000025,
Filament Area (sum),0.584559,um^2,Filament,,,,,,,1,,,100000026,
Filament Area (sum),1.53475,um^2,Filament,,,,,,,1,,,100000027,
Filament Area (sum),0.557446,um^2,Filament,,,,,,,1,,,100000028,
Filament Area (sum),0.684973,um^2,Filament,,,,,,,1,,,100000029,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000030,
Filament Area (sum),0.574693,um^2,Filament,,,,,,,1,,,100000031,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000032,
Filament Area (sum),1.56367,um^2,Filament,,,,,,,1,,,100000033,
Filament Area (sum),0.607031,um^2,Filament,,,,,,,1,,,100000034,
Filament Area (sum),1.14057,um^2,Filament,,,,,,,1,,,100000035,
Filament Area (sum),0.568839,um^2,Filament,,,,,,,1,,,100000036,
Filament Area (sum),0.567121,um^2,Filament,,,,,,,1,,,100000037,
Filament Area (sum),0.563419,um^2,Filament,,,,,,,1,,,100000038,
Filament Area (sum),2.65072,um^2,Filament,,,,,,,1,,,100000039,
Filament Area (sum),3.00854,um^2,Filament,,,,,,,1,,,100000040,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000041,
Filament Area (sum),2.87268,um^2,Filament,,,,,,,1,,,100000042,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000043,
Filament Dendrite Area (sum),81.4045,um^2,Filament,,,,,,,1,,,100000000,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000001,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000002,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000003,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000004,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000005,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000006,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000007,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000008,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000009,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000010,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000011,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000012,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000013,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000014,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000015,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000016,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000017,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000018,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000019,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000020,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000021,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000022,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000023,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000024,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000025,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000026,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000027,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000028,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000029,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000030,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000031,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000032,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000033,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000034,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000035,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000036,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000037,
