
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,160.614,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Area,92.6022,um^2,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Area,100.895,um^2,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,1,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branch Depth,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,2,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branch Level,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,1.52624,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branching Angle,106.989,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,65.7456,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branching Angle B,17.2213,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Length,49.605,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,28.5998,um,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Length,31.1609,um,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Mean Diameter,1.03064,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,1.03064,um,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Mean Diameter,1.03064,um,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite No. Spines,3,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,0,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite No. Spines,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Orientation Angle,60.7686,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,126.514,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Orientation Angle,43.5473,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Position X,63.0843,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position X,65.5861,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
Dendrite Position X,84.1076,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000002,
Dendrite Position Y,52.8763,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,84.7246,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
Dendrite Position Y,84.5483,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000002,
Dendrite Position Z,0.500008,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500008,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
Dendrite Position Z,0.50001,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000002,
Dendrite Spine Density,0.604778,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,0,1/10um,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Spine Density,0.320915,1/10um,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Straightness,0.965564,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.97474,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Straightness,0.988054,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Time,0,s,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Time Index,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Volume,41.384,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,23.8599,um^3,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Volume,25.9966,um^3,Dendrite,,,1,,1,,1,,100000000,600000002,
Filament Area (sum),383.998,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),0.431626,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),0.233484,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),0.46377,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),0.49377,um^2,Filament,,,,,,,1,,,100000005,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000006,
Filament Area (sum),0.519927,um^2,Filament,,,,,,,1,,,100000007,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000008,
Filament Area (sum),0.484382,um^2,Filament,,,,,,,1,,,100000009,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000010,
Filament Area (sum),3.26577,um^2,Filament,,,,,,,1,,,100000011,
Filament Area (sum),4.88039,um^2,Filament,,,,,,,1,,,100000012,
Filament Area (sum),0.683447,um^2,Filament,,,,,,,1,,,100000013,
Filament Area (sum),2.97513,um^2,Filament,,,,,,,1,,,100000014,
