Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,126.702,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Area,311.797,um^2,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Area,116.807,um^2,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,1,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branch Depth,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,2,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branch Level,1,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,2.69573,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branching Angle,38.031,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,4.47186,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Branching Angle B,48.9782,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Length,19.668,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,48.4005,um,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Length,18.132,um,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Mean Diameter,2.05056,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,2.05056,um,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Mean Diameter,2.05056,um,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite No. Spines,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,0,,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite No. Spines,0,,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Orientation Angle,18.7106,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,14.2388,°,Dendrite,,,1,,2,,1,,100000000,600000001,
Dendrite Orientation Angle,67.6888,°,Dendrite,,,1,,1,,1,,100000000,600000002,
Dendrite Position X,8.09774,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position X,41.1694,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
Dendrite Position X,22.1173,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000002,
Dendrite Position Y,4.33234,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,13.7053,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
Dendrite Position Y,14.7176,um,Dendrite,,Dendrite Position,1,,1,,1,,100000000,600000002,
Dendrite Position Z,0.500001,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500005,um,Dendrite,,Dendrite Position,1,,2,,1,,100000000,600000001,
