Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,97.1327,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,52.0532,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,0.593975,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,2,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,146.024,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Position X,40.2621,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,26.3478,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500005,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,0.384222,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.961237,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,14.4236,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Filament Area (sum),110.184,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),1.8195,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),0.898666,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),2.23881,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),7.99516,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),2.02918,um^2,Filament,,,,,,,1,,,100000005,
