
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,90.8778,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,48.7013,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,0.593975,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,-2.68566,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Position X,24.1655,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,7.93092,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500003,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,0,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.988367,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,13.4948,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Filament Area (sum),90.8778,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),0.997951,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),2.94067,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),0.987076,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),2.6829,um^2,Filament,,,,,,,1,,,100000005,
Filament Area (sum),0.995785,um^2,Filament,,,,,,,1,,,100000006,
Filament Area (sum),1.91636,um^2,Filament,,,,,,,1,,,100000007,
Filament Area (sum),1.03059,um^2,Filament,,,,,,,1,,,100000008,
Filament Area (sum),1.13872,um^2,Filament,,,,,,,1,,,100000009,
Filament Area (sum),0.984886,um^2,Filament,,,,,,,1,,,100000010,
