
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,239.19,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,55.5017,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,1.37179,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,4,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,-116.379,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Position X,21.8388,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,54.4422,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500003,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,0.720699,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.931925,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,82.0293,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Filament Area (sum),261.472,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),1.04497,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),0.5167,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),1.00038,um^2,Filament,,,,,,,1,,,100000005,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000006,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000007,
