
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,34.9364,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,21.0266,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,0.528883,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,-36.1457,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Position X,43.5093,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,40.7083,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500005,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,0,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.946908,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,4.61932,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Filament Area (sum),34.9364,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),0.663329,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),0.687471,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),0.336227,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),0.70993,um^2,Filament,,,,,,,1,,,100000005,
Filament Area (sum),0.346126,um^2,Filament,,,,,,,1,,,100000006,
Filament Area (sum),0.663979,um^2,Filament,,,,,,,1,,,100000007,
Filament Area (sum),0.33795,um^2,Filament,,,,,,,1,,,100000008,
Filament Area (sum),0.698374,um^2,Filament,,,,,,,1,,,100000009,
Filament Area (sum),0.343097,um^2,Filament,,,,,,,1,,,100000010,
Filament Area (sum),0.373515,um^2,Filament,,,,,,,1,,,100000011,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000012,
Filament Area (sum),1.02596,um^2,Filament,,,,,,,1,,,100000013,
Filament Area (sum),0.353361,um^2,Filament,,,,,,,1,,,100000014,
Filament Area (sum),0.999528,um^2,Filament,,,,,,,1,,,100000015,
Filament Area (sum),0.354695,um^2,Filament,,,,,,,1,,,100000016,
Filament Area (sum),0.697664,um^2,Filament,,,,,,,1,,,100000017,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000018,
Filament Area (sum),0.732006,um^2,Filament,,,,,,,1,,,100000019,
Filament Area (sum),0.345614,um^2,Filament,,,,,,,1,,,100000020,
Filament Area (sum),0.370473,um^2,Filament,,,,,,,1,,,100000021,
Filament Area (sum),0.37719,um^2,Filament,,,,,,,1,,,100000022,
Filament Area (sum),0.695301,um^2,Filament,,,,,,,1,,,100000023,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000024,
Filament Area (sum),0.649953,um^2,Filament,,,,,,,1,,,100000025,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000026,
Filament Area (sum),0.652258,um^2,Filament,,,,,,,1,,,100000027,
Filament Area (sum),0,um^2,Filament,,,,,,,1,,,100000028,
Filament Dendrite Area (sum),34.9364,um^2,Filament,,,,,,,1,,,100000000,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000001,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000002,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000003,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000004,
