
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Dendrite Area,44.0713,um^2,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Depth,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branch Level,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Branching Angle B,0,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Length,32.0946,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Mean Diameter,0.437093,um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite No. Spines,0,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Orientation Angle,-139.107,°,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Position X,111.315,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Y,85.3439,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Position Z,0.500013,um,Dendrite,,Dendrite Position,0,,1,,1,,100000000,600000000,
Dendrite Spine Density,0,1/10um,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Straightness,0.955122,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time,0,s,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Time Index,1,,Dendrite,,,0,,1,,1,,100000000,600000000,
Dendrite Volume,4.81582,um^3,Dendrite,,,0,,1,,1,,100000000,600000000,
Filament Area (sum),44.0713,um^2,Filament,,,,,,,1,,,100000000,
Filament Area (sum),0.76331,um^2,Filament,,,,,,,1,,,100000001,
Filament Area (sum),0.799721,um^2,Filament,,,,,,,1,,,100000002,
Filament Area (sum),2.81109,um^2,Filament,,,,,,,1,,,100000003,
Filament Area (sum),1.46595,um^2,Filament,,,,,,,1,,,100000004,
Filament Area (sum),4.17035,um^2,Filament,,,,,,,1,,,100000005,
Filament Area (sum),1.44863,um^2,Filament,,,,,,,1,,,100000006,
Filament Area (sum),2.91575,um^2,Filament,,,,,,,1,,,100000007,
Filament Area (sum),1.43822,um^2,Filament,,,,,,,1,,,100000008,
Filament Area (sum),4.2467,um^2,Filament,,,,,,,1,,,100000009,
Filament Area (sum),1.45077,um^2,Filament,,,,,,,1,,,100000010,
Filament Area (sum),5.80221,um^2,Filament,,,,,,,1,,,100000011,
Filament Area (sum),1.37986,um^2,Filament,,,,,,,1,,,100000012,
Filament Area (sum),4.76122,um^2,Filament,,,,,,,1,,,100000013,
Filament Area (sum),1.43516,um^2,Filament,,,,,,,1,,,100000014,
Filament Area (sum),1.52122,um^2,Filament,,,,,,,1,,,100000015,
Filament Area (sum),1.42614,um^2,Filament,,,,,,,1,,,100000016,
Filament Area (sum),4.51141,um^2,Filament,,,,,,,1,,,100000017,
Filament Area (sum),1.61049,um^2,Filament,,,,,,,1,,,100000018,
Filament Area (sum),6.21438,um^2,Filament,,,,,,,1,,,100000019,
Filament Area (sum),1.41752,um^2,Filament,,,,,,,1,,,100000020,
Filament Area (sum),5.2069,um^2,Filament,,,,,,,1,,,100000021,
Filament Area (sum),1.69954,um^2,Filament,,,,,,,1,,,100000022,
Filament Area (sum),6.31568,um^2,Filament,,,,,,,1,,,100000023,
Filament Area (sum),3.03928,um^2,Filament,,,,,,,1,,,100000024,
Filament Area (sum),2.62829,um^2,Filament,,,,,,,1,,,100000025,
Filament Area (sum),1.41228,um^2,Filament,,,,,,,1,,,100000026,
Filament Area (sum),4.18742,um^2,Filament,,,,,,,1,,,100000027,
Filament Area (sum),1.46508,um^2,Filament,,,,,,,1,,,100000028,
Filament Area (sum),4.42229,um^2,Filament,,,,,,,1,,,100000029,
Filament Area (sum),1.4084,um^2,Filament,,,,,,,1,,,100000030,
Filament Area (sum),4.72281,um^2,Filament,,,,,,,1,,,100000031,
Filament Area (sum),1.53599,um^2,Filament,,,,,,,1,,,100000032,
Filament Area (sum),6.12654,um^2,Filament,,,,,,,1,,,100000033,
Filament Area (sum),1.60448,um^2,Filament,,,,,,,1,,,100000034,
Filament Area (sum),6.15707,um^2,Filament,,,,,,,1,,,100000035,
Filament Area (sum),1.49719,um^2,Filament,,,,,,,1,,,100000036,
Filament Area (sum),4.40352,um^2,Filament,,,,,,,1,,,100000037,
Filament Area (sum),3.04798,um^2,Filament,,,,,,,1,,,100000038,
Filament Dendrite Area (sum),44.0713,um^2,Filament,,,,,,,1,,,100000000,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000001,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000002,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000003,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000004,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000005,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000006,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000007,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000008,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000009,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000010,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000011,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000012,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000013,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000014,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000015,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000016,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000017,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000018,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000019,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000020,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000021,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000022,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000023,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000024,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000025,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000026,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000027,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000028,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000029,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000030,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000031,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000032,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000033,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000034,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000035,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000036,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000037,
Filament Dendrite Area (sum),0,um^2,Filament,,,,,,,1,,,100000038,
Filament Dendrite Length (sum),32.0946,um,Filament,,,,,,,1,,,100000000,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000001,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000002,
Filament Dendrite Length (sum),0,um,Filament,,,,,,,1,,,100000003,
